Title,Description,Company
Middle/Senior Python Developer,"The CHI Software team is not standing still We love our job and give it one hundred percent of us Every new project is a challenge that we face successfully The only thing that can stop us is Wait its nothing Now the CHI team is looking for a MiddleSenior Python Developer with Clouds AWSAzureGCP
Requirements
At least 2 years experience with Python language
Experience with general Python webframeworks DjangoFlask Aiohttp and other
AWSAzureGCP experience
Experience with SQL and RDBMS PostgreSQL MySQL NoSQL databases and Python ORMs
Knowledge of HTTP protocol
Knowledge of version control systems GIT or SVN
Understanding REST
Experience of writing unit and integration tests
Knowledge of CICD
Ability to explore and drive new ideas and technologies think and learn independently
Spoken English Intermediate and higher
Experience with FrontEnd frameworks ReactVueAngular will be a plus
Our perks
Covered vacation period 20 business days and 5 days off
Free English classes
Flexible working schedule
Truly friendly and supporting atmosphere
Working remotely or in one of our offices
Medical insurance for employees from Ukraine
Compensation of psychological counseling
Legal support
Relocation assistance",CHI Software
Middle Full-Stack Developer (Python & React),"Our clients company is dedicated to developing and delivering an industryleading platform that empowers organizations to plan organize deliver and scale training efforts aligned with your business objectives
IN THIS ROLE YOU WILL
 Writes code that sets the standard for quality and maintainability
 Collaborates with own team as well as Customer Success and Product teams to seek an understanding of the business context of the customer
 Proactively identifies and resolves issues outside of the immediate team
 Demonstrates knowledge of and shares this knowledge openly with colleagues
 Escalates blockers early and often
 Participate in code reviews ensuring adherence to coding standards and best practices
 Continuously learn and stay current with industry trends and best practices
IF YOU ARE
 4 years of experience as a Fullstack Developer
 Strong experience with Python Flask Celery SQLAlchemy
 Strong experience with TypeScript JavaScript React Cypress SCSS and Bootstrap
 Proficiency in GraphQL REST
 Experience with RDBMS MySQL is a plus Redis
 Good understanding and experience with AWS Docker and Docker Compose
 Understanding of SOLID DDD
 Experience with Unit integration and endtoend tests TDD
NICE TO HAVE
 Knowledge of PHP  Symfony
 Knowledge of AngularJS
 Knowledge of AWS DynamoDB
 Knowledge of AWS Aurora for MySQL
 Knowledge of AWS Cloud Formation
AS AN OPINOV8R YOU WILL HAVE
 DigitalFirst Approach
Great talent knows no borders You can work from wherever you are We hire and collaborate with professionals worldwide
 Remote Work Model
Balance your professional and personal life with our flexible working conditions We offer an empowering you to be productive and deliver your best from anywhere
 Exciting Projects
Dive into impactful projects across various industries that challenge and spark your creativity Work on innovative solutions that push boundaries giving you the chance to make a difference and drive change
 Boost Your Expertise
Elevate your career with unmatched experiences that expand your knowledge and master skills We foster continuous learning and development opportunities that allow you to grow and reach new heights
 Join the Best Team Ever
Collaborate with our diverse and сrosscultural team of passionate technologists and creative thinkers who inspire and support Together we develop services that make a real impact on the world
HOWS THE HIRING PROCESS GOING
We strive to make a smooth and transparent hiring process to find the perfect match for both sides Steps may differ depending on the position  heres what to expect
 Initial Interview If your background fits the roles criteria well invite you for an interview with a Talent Acquisition Specialist to get to know you better
 Technical Interview Depending on the role you may be asked to complete a technical assessmenttest task to showcase your expertise
 Clients Interview Meet with client representatives to discuss the role specifics and gain insights into the projects scope and expectations
 Final Decision After completing all interviews and assessments well reach a final decision and get back to you with the result",Opinov8
Full Stack Engineer (Python/React),"Location Europe
About the Company
Enso Connect
is a dynamic guest experience platform for vacation rentals and boutique hotels that seamlessly plugs into property management systems and helps personalize and monetize interactions all along the guest journey
From upsells guidebooks smart lockconnected contactless checkin whitelabeled guest verification AIdriven multichannel messaging and more Enso Connect navigates guests through an effortless digital journey
With If this then that capabilities Enso Connect is the Zapier of hospitality We connect all the tools you already love and use allowing you to better manage the operational complexity of a scaling hospitality business while increasing profit per guest
We are growing fast and we want you to be a part of that growth
Responsibilities
Gathering requirements  feedback from stakeholders sales client success product to address business  technical challenges
Architecting  scoping your own solutions
Implementing features  improvements including testing  deployment
Managing your tasks  communicating your own timelines proactively
Monitoring your work postdeploy to ensure a high level of quality and positive feedback from users
Participating in design sessions and code reviews with peers to elevate the quality of engineering across the organization
What you bring
You are able to manage your own tasks from ideation to deployment  proactively communicate changes in the timeline or scope of a task
You are are able to write a large volume of highquality unit tested Python  ReactJS code
You are able to quickly familiarize yourself with new undocumented parts of the codebase and proactively ask questions where necessary
Your have experience working on sophisticated projects with multiple collaborators
Team player who enjoys collaboration and working with others
A rocksolid foundation in Computer Science data structures algorithms software design
Understanding of DevOps principles and experience working with CICD pipelines
As a plus
Data science experience
Experience working on API integrations
Serverless infrastructure experience specifically AWS  FaaS
NoSQL database experience
Experience working at startups  Proptech
Perks
Opportunity to work on cuttingedge technologies and contribute to innovative projects
Flex PTO for any reason including sick days no specified limits flexible work schedule
Personal laptop
Health and wellness package
Remote work",TurnKey Labs
Middle/Senior Full-stack Developer (Python + Vue),"Our Customer
Our customer is transforming the landscape of payment plans for businesses through stateoftheart technology The platform enables businesses to make wellinformed decisions regarding payment plans offering them complete control and flexibility
Required experience and skills
3 years of professional expertise in Python
Proficient with Django
3 years of handson experience with JavaScript
2 years of experience with Vuejs
Solid experience with designingmaintaining REST API
Experience with SQL and NoSQL databases Postgres Redis
Experience with AWS services
Proficient in Docker usage
English  Upperintermediate
Working conditions
5day
working week
8hour
working day flexible schedule
All public holidays are days off
Vacation and sick leave are covered by the company
Remote work
Fulltime or parttime",A-listware
Middle/Senior Data Engineer (Python),"UKEESS Software House is looking for a
MiddleSenior Data Engineer Python
who will join our team for a fulltime position 
either in Lviv or remotely in Ukraine

About the Customers Project
You will be part of a team working on a platform called Restaurant Reservation System This is one of the most investmentattractive startups USA in hospitality In the summer of 2020 it raised 50 million and received an investment from the Alexa Fund AWS
This platform helps promote and sell unique guest experiences for any occasion It gives control of and insight into the entire guest experience It also enables us to drive revenue and profitability automatically by leveraging data to build direct relationships deliver exceptional experiences and increase repeat business This project has been on the market for over 10 years and continues to develop actively
About the team and Responsibilities
Our team transfers data from the Google Cloud Datastore to BigQuery
As a part of the team you will
Interacting with stakeholders for requirements elicitation
Understand the landscape of available data sources
Creating new and working with existing Looker dashboards
Working with LookML and PDT Looker Persistent Derived Tables
Data ingestion from DataStore to BigQuery including realtime tables
Working with bugs
Managing knowledge base  technical documentation for developed solutions
Knowledge Skills and Competencies
3 years of commercial experience as a Data Engineer
Good knowledge and skills in
Python and SQL
NoSQL Document DB Google Cloud DatastoreFirestore preferred
Experience with BigQuery is preferred
Experience with reporting tools Looker preferred
Handson experience with Data privacy and security
Experience with cloud environment GCP preferred
Experience with Apache Kafka
Experience with REST
English upperintermediate level at least both speaking and writing
It will be a plus knowledge or experience with
Indepth knowledge of BigQuery
Experience with Elastic Search
Knowledge of Django
Knowledge or experience with PyTest
Knowledge or experience with Java or Kotlin
Knowledge or experience with Cloud Run Cloud Functions and GCS as a Data Lake
Analytical Query Engine BigQuery preferred or Athena Presto Trino etc
The general technology stack of the Project
PythonDjangoGCPMySQLFireStoreDataStore modeReactReduxTS
What can we offer our new colleague
fulltime position in a highly professional team
competitive compensation based on market data but also depending on the technical level of the candidate
flexible work schedule
individual approach to professional growth
free English classes online
3 health packages to choose
annual paid vacation and state holiday celebration
lack of bureaucracy and micromanagement
foreign business trips after the war
Our office in Lviv has generators and stable communication in case of no electricity Also you will have the
modern comfortable office facilities a barbecue zone kitchens lounge rooms coffee machines etc
onsite parking lot and charge station for Electric Cars
corporate gifts celebrations and fun activities
sports activities pingpong soccer workout
Send us your CV and lets get to know each other ",UKEESS Software House
Python+Azure or Data Science+Azure,"White Label is looking for an experienced PythonAzure or Data ScienceAzure Developer to join our team
Required skills
Knowledge in Data Engineering
Experience with Databricks and bundles CLI
Proficiency in Python
Strong coding practices and design principles
Data modeling
Testing
Preferred Experience with LLM Embeddings Prompting Langchain 02
Responsibilities
Create an ingestion framework for multiple use cases
Transform data from unstructured to structured formats
Implement orchestration Databricks workflows
Document and test data ingestion data pipelines and data models
From when
August 2024
We offer
Work in a multinational team and great domain of new experience
This is a 100 remote job or onsight in our offices during CET office hours
Feel empowered with a friendly team opendoor policy informal atmosphere within the company and regular teambuilding events
The ability to focus on your work a lack of bureaucracy and micromanagement and convenient corporate services
A perfect environment for learning and selfdevelopment with allowance for educational material",White Label
Web-Scraping & bot-defense researcher,"MWDN is seeking a highly skilled and experienced webscraping and botdefense researcher to join our clients team In this role you will be responsible for developing new web scraping capabilities and methods to extract data from a variety of websites You will work closely with other engineers to identify and prioritize data sources design and implement scraping strategies and ensure the integrity and accuracy of the extracted data
We offer
Peopleoriented management without bureaucracy
The friendly climate inside the company is confirmed by the frequent comeback of previous employees
Paid time off 18 working days per year plus all national holidays and 9 sick days
Flexible working schedule
Full financial and legal support for private entrepreneurs
Free English classes with native speakers or with Ukrainian teachers for your choice
Dedicated HR
Requirements
23
years of experience with web scraping and parsing techniques
Strong programming skills particularly in languages such as Python or NodeJS
Experience in fullstack development
Familiarity with website technologies such as HTML AJAX and JavaScript
Experience Puppeteer or Selenium
Strong analytical and problemsolving skills
Level of spoken English at least an upperintermediate
Advantage
Experience with network scanners and sniffers such as Wireshark
Experience with web development API development or ETL processes
Familiarity with data storage technologies such as SQL or NoSQL databases
Experience with machine learning and AI techniques for detecting and defending against bots
Responsibilities
Research and Develop prototypes for new web scraping methods and scripts using programming languages such as Python Java or NodeJS
Design and implement efficient scraping strategies to extract data from websites
Collaborate with engineers to integrate the extracted data into our data pipeline
Stay uptodate with the latest web scraping and botdefense techniques and technologies
About the project
Our client aims to facilitate access to precise data for companies and tech leaders in marketing ecommerce sales cybersecurity social media performance and lead generation They do so by offering a direct look at the web using over 1 million global IPs
Today theyre seeking innovative and creative individuals to help provide products and services to an expanding client base Apply now to join their ambitious team of market leaders
Our next steps
 Submit a CV in English   Intro call with a Recruiter   Clients technical interview   Final Interview   Offer
Who We Are
Website
 more about us and vacancies
Instagram
 follow MWDNs life
Facebook
 follow our FB
Feel free to contact us without any hesitation",MWDN
Senior Python Developer,"Requirements
7 years of backend development experience with at least 5 years specializing in Python including proficiency in multiprocessing and experience with data manipulation libraries such as Pandas
Demonstrated expertise in designing deploying and monitoring largescale SAAS and onpremises systems including RESTful APIs and Events Driven architectures
Strong knowledge of databases including BigQuery PostgreSQL or similar alternatives
Experience with cloud providers services
Proficient in applying software engineering best practices including coding standards code reviews CICD and testing
Strong problemsolving skills creative thinking and effective communication skills with a collaborative teamplayer attitude
Good spoken and written English level  ideally UpperIntermediate or higher
Nice to have
Proficiency in GCP services such as Cloud RunFunction Cloud Build and Workflows
Experience with lowlevel languages such as C C C Java or Rust
Familiarity with Wireshark or intercomponent communication
Familiarity with video stream pipelines neural network frameworks PyTorchTensorFlow
A degree in Computer Science or a related field
Responsibilities
Designing and developing scalable backend systems APIs and database solutions for the companys main product that makes machines smarter
Mentoring and guiding junior developers while fostering a culture of learning and best practices
Collaborating with crossfunctional teams to deliver highquality software solutions
Leading technical discussions contributing to architectural decisions and ensuring code quality through reviews and standards
Continuously learning adapting to new technologies and driving innovation within the development team
We offer
Competitive salary depending on your experience
Professional development opportunities
Study and practice of English courses and communication with colleagues and clients from different countries
Yoga classes
Compensation package paid vacation sick leaves
Flexible working hours from
911
to
1820
Comfortable office or possibility to work remotely
Project
Our customer is developing a complex system for the security and monitoring of the mining industry with extensive usage of AI and sensors placed on various equipment They offer comprehensive hardware with 247 coverage and monitoring with high requirements for the security and stability of the system The system enhances productivity by optimizing maintenance strategies streamlining mining operations with full site coverage and significantly improving work safety
If your qualifications and experience match the requirements of the position our recruitment team will reach out to you in a week maximum Please rest assured that we carefully consider each candidate but due to the amount of applications the review and further processing of your candidacy may take some time",Synergetica
Senior Python Software Engineer,"We are looking for an experienced
Senior Python Software Engineer
to join our team
The remote option applies only to the Candidates who will be working from any location in Ukraine
Responsibilities
Contribute to the design development of software solutions using PythonCore
Collaborate with crossfunctional teams to understand project requirements and deliver highquality code
Integrate REST APIs to enable seamless communication with other systems
Monitor and optimize software performance to ensure scalability and efficiency
Requirements
4 years in PythonCore development
Strong commercial experience with AWS
Leadership experience is a plus
Experience with Grafana and Prometheus is a plus
UpperIntermediate or higher English level both spoken and written
We offer
Work on a flexible schedule remotely or from any of our comfortable offices or coworking spaces in Ukraine
Receive the necessary equipment to perform your work tasks
Change projects and technology stacks within EPAM
Gain experience in various business domains Insurance Ecommerce Healthcare Finance Travelling Media Artificial Intelligence and more
Consider relocation options in over 30 countries worldwide
Participate in volunteer charity programs and communities both technical and interestbased
You can plan your individual career path together with your manager
Receive regular feedback from colleagues
Improve your English for free with certified teachers Speaking Clubs client interview preparation courses etc
Get the opportunity to undergo free training and certification in AWS GCP or Azure Clouds
Use the internal Elearn training program 18200 specialized training and mentoring programs
Access corporate accounts on LinkedIn Learning Get Abstract and other partner resources
Study at EPAM Solution Architecture School with the instructors who are practicing architects
Develop as a leader join Delivery Management Resource Management Leadership Essentials school and more
Participate in internal communities 500 meetups technical discussions brainstorming sessions online events and conferences annually
Vacation and sick leave including a sick leave without a medical certificate
A wide range of Voluntary Medical Insurance programs providing both medical treatment and various preventive options including sports activities
Medical insurance for family members at corporate rates
Company support during significant life events childbirth or adoption marriage etc
Support for psychological comfort discounts on services from mental health specialists or coaches thematic training
Ekids program  a free programming language training program for EPAMers children
EPAM strives to provide its global team of over 52800 professionals in more than 55 countries with opportunities for professional growth from day one of collaboration Our colleagues are the source of EPAMs success so we value cooperation strive to always understand our clients business and aim for the highest quality standards No matter where you are you will join a dedicated diverse community that will help you realize your potential to the fullest",EPAM
Python Developer (fintech experience),"Kauri One is a software development company that creates Fintechblockchain projects We implement the entire range of financial instruments for processing fiat and cryptocurrencies in one system Right now we are looking for a passionate
Python Developer
with fintech experience to join our team
Requirements
Handson experience in fintech
2 years of experience in Python
Django framework strong knowledge
Understanding the basics of asynchronous programs and building a REST API
Experience with Fast API
Working with Celery creating tasks understanding retry countdown send mechanisms
SQLNoSQL
Docker dockercompose GIT Unix
Skills in written tests Endtoend Integration Unit
Analytical thinking to break down complex problems into manageable components
Collaboration with other developers designers and stakeholders
Selfmotivation to explore new tools and technologies
Intermediate English and strong communication skills
Will be a plus
Experience in blockchain services integrations
Responsibilities
Update and improvement of the existing functionality
Create new features from the scratch
Integrations with a various of payment systems and services
Writing tests
Implementation of innovative blockchain and fintech solutions
Code optimisations in security highload etc
We offer
Worthy compensation based on interview
Remote company with employees concentrated in Ukraine and Europe Cyprus
Possibility of relocation to Cyprus
Continuing education and support for select graduate programs
Working with a team of openminded specialists with a low hierarchy
Career development opportunities with professional training programs
Flexible working hours for your great worklife balance
Performance evaluations every 6 months
Full accounting assistance and support
The company is open to innovations and suggestions from the employee",Kauri.One
Senior Python Developer,"Numerical Technologies is a leading provider of custom software solutions and services specializing in risk limits and regulatory capital Right now we are looking for a Python Developer to join our team
What will you be doing
You will be joining an international team of experienced developers dedicated to providing bestinclass development and cloud management services to our clients stakeholders and partners
You will help us develop new software features support and maintain the existing ones You will be writing scalable and faulttolerant code debugging programs and integrating applications with thirdparty web services You will provide handson expertise to increase the availability reliability and efficiency of our products You will work closely with the client and product manager to understand the systems functional and nonfunctional requirements and contribute to code quality through unit testing integration testing code review and system design using Python to build robust software that aligns with the clients business needs
What are we looking for
 A strong programming background with Python and OOP skills
 Handson experience in developing UI components using FastAPI
 Experience of the Agile project management methodology
 Good knowledge of Git Jira and Confluence
 Demonstrated problem solving skills to provide production support of software
 Strong communication skills in English and experience in dealing with both technical and nontechnical stakeholders
What additional skills will help you stand out
 Handson experience in developing backend microservices RESTful api using Python
 Experience working at a financial institution
 Experience working with cloud platforms AWS Azure
We offer
 Competitive compensation depending on experience and skills
 Regular assessments and salary reviews
 Paid personal days
 Health insurance
 Partial gym compensation
 EnglishPolishSpanish language classes
 Flexible working schedule
 Friendly team and enjoyable working environment",Numerical Technologies Ltd
Senior Test Automation Engineer w/ Python,"Project Description
We are looking for an experienced QA engineer to join a team focused on the development of complex medical prescription software for modern orthodontic solutions The work includes full cycle of Quality Assurance
Responsibilities
 Design and develop automated tests for Web in close collaboration with the development team
 Maintenance of the required test documents test cases reports etc
 Performance testing
 Proactive work in a distributed agile environment
Mandatory Skills Description
 4 years of experience as an QA Automation Engineer
 Python programming skills
 Experience in backend test automation
 Experience in Web UI test automation Selenium WebDriver
 Knowledge about BDD approach
 Solid understanding of SDLC and QA processes best practices testing techniques and methodologies
 Experience in popular CI tools Atlassian suite preferred
 BS or MS in Computer Science Engineering or Mathematics
 Good English written and verbal communication skills
NicetoHave Skills Description
 Experience working with REST API testing tools
 Experience with CADCAM applications testing
 Experience with 3D applications testing
Languages
English B2 Upper Intermediate",Luxoft
Python Software Engineer,"Avenga is looking for a Python Software Engineer to work on our USA project Our customer is the only global machine condition monitoring company that combines advanced technology expert analysis and a web delivery model that provides plant managers with the knowledge they need to ensure machinery uptime plant availability and reduced maintenance cost
What you bring along
3 years of experience in Python
Handson experience with Flask
Solid knowledge of ElasticSearch
Experience with RDBMS such as PostgreSQL MySQL
Solid understanding of OOP concepts SOLID and Design patterns
English  UpperIntermediate or higher
Nice to have
Familiarity with Graph DBs such as ArangoDB and supporting libraries
This is your mission
Develop maintain and improve our software applications with a focus on efficiency and scalability
Proactively identify troubleshoot and resolve bugs in the codebase
Make existing code lintcompliant to enhance code quality and maintainability
Refactor code to improve readability performance and adherence to best practices
Ensure all contributed code is welldocumented
Follow software design and implementation directives while also being comfortable working independently with minimal supervisions
Your benefits
We offer an attractive social and benefits package
Everyone at Avenga is subject to professional growth via our mentorship program
Our specialists get regular performance reviews and technical assessments to identify development plans
The company provides extended training and certification opportunities
We stay up to date with the industry by embarking on tech talks webinars conferences and hackathons
Avenga cares for its employees wellbeing by providing wellrounded health insurance coverage and fitness compensation programs
Our employees families are no less important as we offer maternity aid and financial support for a number of family reasons including marriage and childbirth
The company fosters a sense of professional belonging and an environment of togetherness we achieve things together and celebrate our milestones",Avenga
С++ Developer (Python),"MB Digital is an innovative software development firm with a sharp focus on crafting sophisticated Web and App solutions alongside providing comprehensive staff augmentation services
Established in 2017 by an American entrepreneur our company has been at the forefront of developing intricate web and app projects tailored to meet the exacting needs of our clientele predominantly from the United States
And now we are developing our own Ukrainian product We need an С Developer Python in Lviv to create our own MilTech product
Requirements
 Experience with UIUX development
 Experience with QML
 Experience with C
 Practical experience with Linux
 Experience with Git
Desirable
 Knowledge of QT
A slight advantage
 Experience with the Mavlink protocol
What we offer
 18 days paid annual leave
 10 days paid sick leave
 Paid public holidays
 Flexible work schedule
 Fully equipped workstation
 Comfortable office",WHT.agency
Senior Python Developer,"Побажання до нашого кандидата
 4 роки  досвіду комерційної розробки в IT командах глибоке розуміння принципів розробки і координації проекту
 Гарне розуміння структур данних методологій тестування та шаблонів проектування
 Професійні навички розробки на Python
 Впевнене володіння RDBMS PostgreSQL NoSQL Redis Memcached системами обміну повідомленнями RabbitMQ ETL
 Досвід розробки webАПІ JSON XML REST та ін
 Навички роботи з асинхронними модулямифреймворками asyncio twistd
 Досвід роботи з Multithreading multiprocessing SOLID та ООП
 Досвід роботи з файлами та поштою IMAP POP3 SMTP AWS
 Досвід роботи з Linux ssh git
 Рівень володіння англійською мовою  B2
 Досвід розробки в Fintech
Точно буде перевагою
Досвід роботи в платіжних провайдерах на розробці функціоналу переказів
Що цікавого потрібно буде робити
 Підтримка та оптимізація поточних інтеграцій та сервісів
 Розробка інтеграцій із сторонніми фінансовими та технічними сервісами
 Проектування та розробка публічних платіжних вебсервісів  JSONXML API та внутрішніх мікросервісів
 Проектування та розробка нових продуктів компанії","Fondy, платіжна платформа"
Back-End Engineer (Python),"At Preply we are unlocking human potential through learning
We believe learning with a great tutor is lifechanging Thats why we match online tutors from across the globe with learners and empower them to create live language classes with AIpowered tools and learning materials This is how we deliver progress create engagement and keep our global community of learners motivated So far over 32000 tutors have given more than 15 million lessons to learners from over 175 countries
The
Preply Engineering Team
provides the tools to help unlock human potential through learning
We work primarily with PythonDjango to build scalable and robust applications We implement AB tests to prove the value of our initiatives and improve our product based on data and students and tutors feedback As part of our commitment to ensuring highquality products we prioritize monitoring and metrics analysis to identify areas for optimization and ensure our services are performing at their best Our team is made up of talented engineers who are passionate about solving complex problems and developing innovative solutions to drive our companys success
At Preply we release our product
5060
times per day by leveraging topnotch CICD processes As a fastgrowing company we have diverse technical challenges sometimes we even write about them on our Engineering Blog that will allow you to develop your skills at scale
Meet the team
You will be working in a crossfunctional Growth team alongside 5 other engineers Product Manager Tech Lead Data Analytics Engineering Manager to deliver the best first experience to our users upper funnel
What youll be doing
Exploring new strategic bets for the company
Developing features and AB tests around the first users experience from Matching with the Tutor to the First students lessons on a platform growth upper funnel
Supporting a product team in ideation hypothesis validation and experimentation
Improving the observability and quality of the system
Making our best practices even better test culture code reviews monitoring and scalability of our tools
Collaborating with Product Manager Researchers and Data leaders to ensure the best user experience
What you need to succeed
A great collaborator with excellent verbal and written communication skills Minimum B2 English level
Seniorlevel experience building modern applications in Python Django
React or other frontendfocused language experience to occasionally contribute to our FE systems
Be dataoriented Work closely with production data and our Data Analyst to find insights SQL Amplitude Looker skills are beneficial
Be pragmatic Balance shortterm speed of development with the longterm technical quality of our systems
Be a leader You will need to solve problems with a high degree of uncertainty and many stakeholders
Expertise in troubleshooting issues identifying the root cause mitigating it and adding setting up safeguards to prevent future issues
Bring your voice and ideas to the team thinking beyond the code and about our customers
Willingness to be oncall for your squad 1 week every 5 weeks
Why youll love it at Preply
Open collaborative dynamic and diverse culture
Generous monthly allowance for lessons on
Preplycom

Learning  Development budget including time off for your selfdevelopment
Competitive financial package with equity leave allowance and health insurance
Access to free mental health support platforms
Opportunity to shape the lives of learners and tutors from over 175 countries through language learning and teaching
But theres more At Preply we focus on doing better every day  pushing the limits of what we know is possible And we know our purpose is strong Were reengineering education providing outstanding experiences for our global community of language learners and building authentic connections across the world Youll get to be a part of our online learning innovation
Propelled by a tenfold increase in revenues over the last three years thanks to our bestinclass consumer and B2B products
Preply is now leading the online language tutoring segment globally and has 500 employees of over 50 nationalities based across Barcelona Kyiv and the US

We do extraordinary things at Preply  and we want you to join us If youre committed to curiosity love experimentation and relish the challenge of exploring new ideas then its time we say
Welcome to The World Class
Our Principles
Care to change the world
 We are passionate about our work and care deeply about its impact to be life changing
We do it for learners
 For both Preply and tutors learners are why we do what we do Every day we focus on empowering tutors to deliver an exceptional learning experience
Keep perfecting
 To create an outstanding customer experience we focus on simplicity smoothness and enjoyment continually perfecting it as every detail matters
Now is the time
 In a fastpaced world it matters how quickly we act Now is the time to make great things happen
Disciplined execution
 What makes us disciplined is the excellence in our execution We set clear goals focus on what matters and utilize our resources efficiently
Dive deep
 We leverage business acumen and curiosity to investigate disparities between numbers and stories unlocking meaningful insights to guide our decisions
Growth mindset
 We proactively seek growth opportunities and believe todays best performance becomes tomorrows starting point We humbly embrace feedback and learn from setbacks
Raise the bar
 We raise our performance standards continuously alongside each new hire and promotion We build diverse and highperforming teams that can make a real difference
Challenge disagree and commit
 We value open and candid communication even when we dont fully agree We speak our minds challenge when necessary and fully commit to decisions once made
One Preply
 We prioritize collaboration inclusion and the success of our team over personal ambitions Together we support and celebrate each others progress
Diversity Equity and Inclusion
Preply is committed to creating a diverse and inclusive environment where people from all backgrounds can thrive Different opinions and viewpoints are key ingredients in our success as a multicultural EdTech company
Preply will consider all applications for employment without regard to race color religion gender identity or expression sexual orientation national origin disability age or veteran status Together we are The World Class",Preply
Senior Python / Golang Developer in Email Services: Development & QA Team,"Your expertise
Minimum of 5 years experience in web service development with Python including a strong proficiency in Django Django REST Framework and Celery
At least 3 years of experience in Golang with a focus on network programming projects
Expertise in working with PostgreSQL Redis and RabbitMQ
Solid understanding of networking protocols and concepts such as HTTP TCP  IP DNS SSL  TLS
Familiarity with common software design patterns and principles with a dedication to implementing them in practical scenarios
Experienced in writing comprehensive unit and integration tests
Capable of documenting code for maintenance and collaborative purposes
Wellversed in Linux environments Docker and dockercompose for development and deployment
Experienced with CI  CD pipelines and automation tools
Intermediate level in English capable of effectively reading and writing technical documentation and engaging in written technical communications
Product technology stack
Python
Golang
Django  Django REST Framework
Celery
PostgreSQL Redis
RabbitMQ
Docker
AWS
Atlassian stack
Will definitely be a plus
Experience with AWS ELK and Grafana
Understanding of eventdriven architectures
Whats in it for you
Opportunity to deal with topnotch technologies and approaches in a worldleader product company with millions of customers
Opportunity to make a difference for online privacy freedom of speech and net neutrality
Decent market rate compensation depending on experience and skills
Developed corporate culture no micromanagement culture based on principles of truth trust and transparency
You build it you own it mentality in most contexts
Support of personal and professional development
coverage of costs of external trainings conferences professional literature
support of experienced colleagues
inhouse events and trainings
regular knowledge sharing in teams
English classes and speaking clubs
Lifebalance support
truly flexible schedule no timetracking at all
25 working days of vacation
5 days of paid sick leave per month if necessary without providing a medical certificate
generous maternity leave program
Professionally strong environment friendly and open atmosphere ability to influence the product development and recognition for it
You will be involved into
Develop and implement new services for email delivery and filtration using Python and Golang
Enhance and maintain existing services by adding new features and fixing bugs
Ensure code quality through comprehensive unit and integration tests
Participate in system design discussions for services offering innovative solutions
Diagnose and resolve issues utilizing logs error reports and telemetry data
Writing technical documentation of implemented features  services
About the company and project
ZONE3000 is proud to represent its partnership with Namecheap 
wwwnamecheapcom
 Namecheap was founded in 2000 on the idea that all people deserve valuepriced domains delivered through stellar service Today Namecheap is a leading ICANNaccredited domain name registrar and web hosting company with over 13 million customers and 17 million domains under management  and were just getting started
Our culture is built on the values that we live every day the way we work the way we collaborate with our global network of colleagues and the way we relentlessly innovate solutions that meet the emerging needs of our customers
Join us in our mission with our spam filtration tool which processes over 22 million emails daily We are in search of a proficient software engineer with skills in Python and Golang The selected candidate will play a key role in the development and maintenance of backend services vital to our email delivery and filtering operations While Python is the primary language for many of our services we increasingly rely on Golang for those requiring peak performance This position requires engaging with HTTPbased web services and occasionally working with lowerlevel protocols like TCP Therefore a solid understanding of network programming is mandatory",ZONE3000
Core Support Engineer,"Our partner is an Israel company Fornova that provides advanced analytics for their customers products The team of the project at the moment is 50 people
Fornova is looking for a Core Support Engineer to provide excellent services and support to our growing customer base The role includes addressing complex customer issues developing and implementing new projects and increasing customer satisfaction loyalty and retention
Job description
The ideal candidate will provide a combination of both a high level of business and technical support to help resolve complex customer problems be able to work independently and have a passion for delivering an excellent customer experience
Serve as a Core support engineer who will master the companys unique technology
Provide great customer experience and handle issues with expertise and kindness
Musthave skills
Excellent communication in both spoken and written English
Python knowledge Libraries scrappy splash puppeteer requests json etree os re pandas
Understanding of OOP principles
Strong knowledge of HTTP Methods and Networking Debugging tools in Browsers Experience with Postman
Proficient understanding of code versioning tools Git Bitbucket ect
Good familiarity with the Linux OS and command line pip basic commands
Knowledge of HTMLCSS
Applicant should be able to create a simple HTML page
BA in Computer Science Information Systems or Industrial Engineering and Management Graduate  Advantage
Working experience in JavaScript  Advantage
NoSQL  SQL knowledge  Advantage
Reverse engineering of APIwebapplications  Advantage
Xpath or Regular Expressions  Advantage
Ability to work well independently and productively in highly pressured environment
Creative thinking and team collaborator
Selflearner
It would be very useful if you have experience working with the following
Scanners  Crawlers Splash Lua script Fiddler Postman MongoDB Cassandra ElasticSearch TypeScript basic Docker knowledge Linux JIRA Robot framework Kibana Tableau
Responsibilities
Performing website analysis for creating highly efficient and maintainable automated data collectors in Python
Adding enhancements to existing collectors
Understanding internal data pipelines troubleshooting spotting and overcoming issues on the different stages of data flows
Mastering different lines of business and their requirements and delivering solutions according to internal guidelines and quality requirements
Collaborating with external partners and integrating their solutions to our infrastructure
Taking a logical databacked approach to prioritizing projects while cooperating with colleagues from different departments at the same time
Taking ownership of new and challenging projects and enjoying being the goto person
Enhancing our knowledge base with new highend solutions",Temerix
